0	-0.032
0.005	-0.015
0.01	0.01
0.015	0.003
0.02	-0.004
0.025	0.003
0.03	0.003
0.035	-0.001
0.04	0.003
0.045	0.004
0.05	0.027
0.055	0.03
0.06	0.007
0.065	0.024
0.07	0.016
0.075	0.008
0.08	0.021
0.085	0.021
0.09	0.01
0.095	0
0.1	-0.005
0.105	-0.021
0.11	-0.008
0.115	-0.008
0.12	-0.026
0.125	-0.02
0.13	-0.017
0.135	-0.013
0.14	0.016
0.145	0.026
0.15	0.007
0.155	0.017
0.16	0.01
0.165	-0.006
0.17	-0.002
0.175	0.003
0.18	0.005
0.185	-0.008
0.19	-0.015
0.195	-0.015
0.2	-0.01
0.205	-0.004
0.21	-0.016
0.215	-0.003
0.22	0.009
0.225	-0.003
0.23	0.001
0.235	0.003
0.24	-0.001
0.245	-0.006
0.25	-0.011
0.255	-0.018
0.26	-0.027
0.265	-0.018
0.27	0.004
0.275	0.005
0.28	-0.003
0.285	0.01
0.29	0
0.295	-0.009
0.3	0.002
0.305	0.013
0.31	0.026
0.315	0.023
0.32	0.014
0.325	0.008
0.33	0.018
0.335	0.031
0.34	0.014
0.345	0.005
0.35	0.026
0.355	0.028
0.36	0.023
0.365	0.013
0.37	-0.014
0.375	-0.024
0.38	-0.03
0.385	-0.037
0.39	-0.025
0.395	-0.017
0.4	-0.025
0.405	-0.013
0.41	-0.004
0.415	-0.004
0.42	0.016
0.425	0.024
0.43	0.019
0.435	0.005
0.44	-0.008
0.445	0.011
0.45	0.01
0.455	0.002
0.46	0.009
0.465	0.013
0.47	0.015
0.475	0.003
0.48	0.014
0.485	0.015
0.49	-0.005
0.495	-0.004
0.5	-0.002
0.505	-0.006
0.51	-0.005
0.515	-0.026
0.52	-0.032
0.525	-0.008
0.53	-0.017
0.535	-0.02
0.54	-0.003
0.545	0.007
0.55	0
0.555	-0.002
0.56	0.01
0.565	0.01
0.57	0.024
0.575	0.024
0.58	0.019
0.585	-0.005
0.59	-0.021
0.595	0
0.6	0.002
0.605	-0.003
0.61	-0.006
0.615	0
0.62	0.012
0.625	0.015
0.63	0.008
0.635	0.003
0.64	0.006
0.645	0.006
0.65	0.007
0.655	-0.011
0.66	-0.036
0.665	-0.038
0.67	-0.025
0.675	-0.011
0.68	0.015
0.685	0.033
0.69	0.031
0.695	0.042
0.7	0.033
0.705	0.005
0.71	-0.001
0.715	0.006
0.72	0.013
0.725	0.003
0.73	-0.009
0.735	-0.017
0.74	-0.013
0.745	-0.008
0.75	-0.018
0.755	-0.026
0.76	-0.024
0.765	-0.014
0.77	-0.012
0.775	-0.026
0.78	-0.022
0.785	0.004
0.79	0.012
0.795	-0.009
0.8	-0.015
0.805	-0.007
0.81	-0.026
0.815	-0.023
0.82	-0.001
0.825	-0.007
0.83	-0.01
0.835	0.005
0.84	0.001
0.845	0.011
0.85	0.03
0.855	0.025
0.86	0.024
0.865	0.015
0.87	0.017
0.875	0.016
0.88	0.002
0.885	-0.016
0.89	-0.019
0.895	0.004
